LHNo,filename,extension,size_bytes,size_human,width_px,height_px,megapixels,md5,sha256,Subject,Date,Tags,Description,url
75-0225,lh-75-0225.jpg,jpg,192372,187.9 KB,2316,1140,2.64,f7e6d7e0ce48131526de62bb0d0ff0f3,b8eb0261b25f641cf14f114a0c5276925da43df47b2e3412ee377cea8b7adf71,Corning Free Academy,1923,class picture; corning free academy; 1923; formal group portrait; black and white photograph,"A formal 1923 class photograph of Corning Free Academy students arranged in three rows outdoors with trees in the background, featuring young women in white dresses holding bouquets in the front rows and young men in suits in the back row.",https://corningnyhistory.com/wp-content/uploads/2024/01/lh-75-0225.jpg
75-0226,lh-75-0226.jpg,jpg,167282,163.4 KB,1308,990,1.29,6c44759a65594b9dd5f382572aa9f3cb,6c1885a414c9e3a333b6d132dfe6234065197aa224a080d01c27e9431782e9f7,"Erie Railroad, Corning, N.Y. ",1911,erie depot; steam locomotive; corning new york; railroad station; early 1900s,"A black and white photograph labeled ""Erie Depot, Corning, New York"" showing a steam locomotive at the station platform with depot buildings, utility poles, and crowds of people gathered around the train circa 1911.",https://corningnyhistory.com/wp-content/uploads/2024/01/lh-75-0226.jpg
75-0227,lh-75-0227.jpg,jpg,146952,143.5 KB,1296,1020,1.32,8397dbf2e25eb5e6ef8a7c7ba055ed14,cc63d5804a99fdbeea3128963fa20f675dda4099194fadcf485ddb30a66460ec,NULL,NULL,downtown corning; brick buildings; 1930s-1940s automobiles; street scene; black and white photograph,"A black and white photograph of downtown Corning, NY showing a main street lined with multi-story brick commercial buildings, vintage automobiles parked along the street, visible storefronts including a ""Lounge Bar"" and ""Drugs"" sign, and a street clock on the right side, depicting a mid-20th century American downtown commercial district.",https://corningnyhistory.com/wp-content/uploads/2024/01/lh-75-0227.jpg
75-0229,lh-75-0229.jpg,jpg,883822,863.1 KB,2941,2374,6.98,d1a9fd578f6967282c5846764e171a79,46672dc8bd334a0e90a24a54d74d14fd1757ed57bf638f08f6ae51b810c5d97a,"First Street, Corning, N.Y. ",1913,first street; corning new york; tree-lined street; early 1900s; residential architecture,"A black and white photograph showing First Street east from Pine Street in Corning, N.Y., featuring a tree-canopied residential street with Victorian-era houses, white picket fences, and a dirt road stretching into the distance, circa 1913.",https://corningnyhistory.com/wp-content/uploads/2024/01/lh-75-0229.jpg
75-0230,lh-75-0230.jpg,jpg,96121,93.9 KB,1313,1032,1.36,fc1fe1ab678958da80e74576e77b930e,e39a1f9b2c2265511962972d6d8f193583c2341e5e3879ae09665286505cc0f3,Chemung River ,1911,chemung river; corning ny; industrial waterfront; steel bridge; early 1900s,"A black and white photograph labeled ""Chemung River Scene, CORNING, N.Y."" shows an industrial riverside landscape from 1911 featuring a steel truss bridge, factory buildings with smokestacks, and residential structures along the riverbank beneath rolling hills.",https://corningnyhistory.com/wp-content/uploads/2024/01/lh-75-0230.jpg
75-0231,lh-75-0231.jpg,jpg,116560,113.8 KB,1374,1044,1.43,27c7db0742ed08c72a6d7812195c9acb,febf3e03c935a036477be9a3767608883ea61fae509bce7127304fc04cbcd7a0,"Northside, Corning, New York",1911,northside corning; elevated view; residential buildings; early 1900s; black and white photograph,"A 1911 black and white photograph showing an elevated view of the Northside neighborhood in Corning, New York, with residential and institutional buildings scattered among bare trees and vegetation, with hills visible in the distant background.",https://corningnyhistory.com/wp-content/uploads/2024/01/lh-75-0231.jpg
75-0232,lh-75-0232.jpg,jpg,125531,122.6 KB,1434,1110,1.59,100336d604ad296ea6020cdd75b9e44b,5199b22779fd19bda71723f9409eb53d238167c7829678706d7a747a4287e936,NULL,NULL,tree-lined street; residential neighborhood; early 20th century; corning ny; black and white photograph,"A black and white photograph showing a tree-lined residential street in Corning, New York, with Victorian-era houses on both sides, a dirt road, and a building with decorative stars visible in the distance, captioned ""Looking West from Clark Street, Corning, N.Y.""",https://corningnyhistory.com/wp-content/uploads/2024/01/lh-75-0232.jpg
75-0233,lh-75-0233.jpg,jpg,95682,93.4 KB,1362,1104,1.5,4a2f561533dc01c9448250a7e0a57f13,e9951869eefe95f471234c368738cad0ca2cea3e64715e5362c96e05868fc2fc,"First Street, Corning, N.Y. ",1908,first street; corning new york; tree-lined street; early 1900s; black and white photograph,"This 1908 photograph shows First Street east from Pine Street in Corning, N.Y., depicting a tree-canopied residential street with brick buildings on both sides and a horse-drawn carriage visible in the distance.",https://corningnyhistory.com/wp-content/uploads/2024/01/lh-75-0233.jpg
75-0234,lh-75-0234.jpg,jpg,109267,106.7 KB,1301,1025,1.33,aa4853f7cd594a6db0beda201aa28c59,4550d8a5aadb6c61a73b9816cb12c09fc51abeba1b4c8cb68b0e55a958b3fa0e,NULL,NULL,market street; corning new york; downtown street; early 20th century; streetcar tracks; brick buildings; black and white photograph,"This historical photograph shows Market Street in Corning, N.Y., featuring a wide downtown street lined with multi-story brick commercial buildings, streetcar tracks running down the center, pedestrians and early automobiles, and storefronts with awnings along both sides of the street.",https://corningnyhistory.com/wp-content/uploads/2024/01/lh-75-0234.jpg
75-0235,lh-75-0235.jpg,jpg,107473,105.0 KB,1409,1158,1.63,13e74be227beeb203ca1356058fd0ef2,0d27e43f8c1581db8ace9724c4060462aa471937fb1ade53065b8dcc00c5b545,"Erie Railroad Depot, Painted Post, N.Y. ",1916,erie railroad depot; painted post new york; railroad station; 1916; black and white photograph,"This 1916 black and white photograph shows the Erie Railroad Station in Painted Post, New York, a single-story brick building with a sloped roof and chimney, with several men standing on the platform beside railroad tracks in the foreground.",https://corningnyhistory.com/wp-content/uploads/2024/01/lh-75-0235.jpg
75-0236,lh-75-0236.jpg,jpg,191503,187.0 KB,1362,1032,1.41,112f367cb7b689b7e19ecc79ce0ae8c0,8e6527384eadc15f940672a06e04ceecb2421e67882fcbf0e6a4a70076761980,NULL,NULL,corning ny; pine street; downtown street; town clock; opera house; black and white photograph,"A black and white photograph of Pine Street in Corning, NY, looking north from First Street, showing the Opera-House on the left, a prominent Town Clock in the center, the Presbyterian Church on the right, bare trees lining the street, utility poles, and period buildings typical of early-to-mid 20th century small-town America.",https://corningnyhistory.com/wp-content/uploads/2024/01/lh-75-0236.jpg
75-0237,lh-75-0237.jpg,jpg,87237,85.2 KB,1296,1008,1.31,840acecf9a714057b963810f11e53c87,1dd01459b1c55e388540ce7de4271865bdc02a6599ff298a2d7cde69fdc4f945,Corning Glass Works Equipment & Machinery,NULL,corning glass works; industrial machinery; factory worker; mid-twentieth century; black and white photograph,"A factory worker in a white shirt inspects or maintains a large piece of Corning Glass Works equipment mounted on a wheeled platform, with visible engine components, piping, and industrial machinery in an indoor factory setting.",https://corningnyhistory.com/wp-content/uploads/2024/01/lh-75-0237.jpg
75-0238,lh-75-0238.jpg,jpg,120890,118.1 KB,1068,1434,1.53,c4c933a9ff614aae683430c0116b2646,a80f26af689367cece6f1d957bb552d1ca0df35b02b214b7b783e62ec91779e9,"Corning, New York",1915,state road; white fence; tree-lined road; rural landscape; black and white photograph,"A 1915 photograph labeled ""State Road near Corning, N.Y."" showing a paved road with white wooden railings on both sides, flanked by large trees and dense vegetation in a rural setting.",https://corningnyhistory.com/wp-content/uploads/2024/01/lh-75-0238.jpg
75-0239,lh-75-0239.jpg,jpg,100984,98.6 KB,1080,1392,1.5,7e0ddfa581eb15175476da00fb1b7e91,21e70463a37f117b962215adc535ac4006987aefc82bf2459dc7443ef1f2275f,"Mrs. Bebout, Corning Glass Works Telephone Switch Board",1946,telephone switchboard; corning glass works; 1946; woman operator; black and white photograph,"Mrs. Bebout operates the Corning Glass Works telephone switchboard in 1946, seated at a large panel with numerous connection ports while wearing a headset and speaking into a microphone.",https://corningnyhistory.com/wp-content/uploads/2024/01/lh-75-0239.jpg
75-0240,lh-75-0240.jpg,jpg,87390,85.3 KB,1427,1122,1.6,795350f8b973c4162c2b326a09f63006,1f2eb70792556ae06ff1783f89f54437e2322e1e7cc64f6f7988ab9b314db7ce,Corning Glass Works Equipment & Machinery,NULL,corning glass works; industrial machinery; factory equipment; black and white photograph; mid-20th century,"This black and white photograph shows industrial glassmaking equipment at the Corning Glass Works facility, featuring various mechanical apparatus including motors, pipes, and processing equipment typical of mid-20th century glass manufacturing operations.",https://corningnyhistory.com/wp-content/uploads/2024/01/lh-75-0240.jpg
75-0241,lh-75-0241.jpg,jpg,137693,134.5 KB,1385,990,1.37,2756ece2da9e82b0b0a433bb5f05a4a9,9a7a6b75d2f25f35baa5448ab4674081ffd25e3bb792b545295090cf990ecbbc,NULL,NULL,promotional poster; city of corning; new york; vintage advertisement; black and white,"A promotional poster for the City of Corning, New York advertising a ""$1000"" prize or incentive, featuring decorative clouds, industrial imagery, and handwritten annotations, with text referencing the city's location in Steuben County and New York State.",https://corningnyhistory.com/wp-content/uploads/2024/01/lh-75-0241.jpg
75-0242,lh-75-0242.jpg,jpg,200145,195.5 KB,1308,972,1.27,024c1b51785d9d2ece69d7ee2310da81,3de93c20d1a6f0bdfc8cbc71f7a0840b9cce10488e45d226f05f6f3052ea4a1d,"Denison Park, Corning, N.Y. ",1910,denison park; arched bridge; pond; landscaped grounds; early 1900s black and white photograph,"This 1910 photograph of Denison Park in Corning, New York shows a scenic arched bridge spanning a pond surrounded by manicured landscaping, mature trees, and distant buildings in a pastoral park setting.",https://corningnyhistory.com/wp-content/uploads/2024/01/lh-75-0242.jpg
75-0243,lh-75-0243.jpg,jpg,81352,79.4 KB,1140,1452,1.66,208dacb8e80ad1b3528fdec09ca9f7e9,486d6b5cb5eec3136cbcd7a8b346847c1055911ab3bd70f3abf911c31fe7830d,"Couthouse Park, Corning, New York",1911,courthouse park; corning new york; park bench; tree-lined path; black and white photograph,"A black and white photograph from 1911 showing a park bench along a winding path in Courthouse Park, Corning, N.Y., with mature trees lining both sides of the walkway and manicured grass slopes visible in the composition.",https://corningnyhistory.com/wp-content/uploads/2024/01/lh-75-0243.jpg
75-0246,lh-75-0246.jpg,jpg,163844,160.0 KB,960,1296,1.24,5609489ae9e936dddfcae26e5d418036,f7161c638b039df1ed1af22f94ca77c510ce91888e95135afe3e44b03a875117,"City Hall, Corning, N.Y., Fire Department",1909,corning city hall; fire department; victorian architecture; brick building; 1909 photograph,"This 1909 black and white photograph shows the Corning, New York City Hall and Fire Department building, a distinctive Victorian-era structure featuring multiple turrets with pointed spires, arched windows, and stone foundation, located at a street corner in downtown Corning.",https://corningnyhistory.com/wp-content/uploads/2024/01/lh-75-0246.jpg
75-0247,lh-75-0247.jpg,jpg,195247,190.7 KB,1074,1374,1.48,62fa023a0bd04a9804992039ebb111df,11c01112a3d34d4b7bd67da6415ce0e4e17c940f0fc3571fbebd621c4c94f038,Corning Free Academy,1970,corning free academy; brick building; clock tower; architectural detail; black and white photograph,"This black and white photograph shows the front facade of the Corning Free Academy building, featuring a prominent brick clock tower with a clock face, arched windows, and ornamental architectural details, with the building name visible at the base.",https://corningnyhistory.com/wp-content/uploads/2024/01/lh-75-0247.jpg
75-0249,lh-75-0249.jpg,jpg,120343,117.5 KB,1446,1158,1.67,64e7959b7b6532360b16e7699b28a770,e57f58966f68bc7a5887861fe2534c26b4a8179df506c3829f4222a6c11e88c4,Corning Free Academy,1960s,corning free academy; students; 1960s; black and white photograph; school event,"A black and white photograph from the 1960s showing Corning Free Academy students gathered together at what appears to be a school event or assembly, with partial text visible at the top of the image.",https://corningnyhistory.com/wp-content/uploads/2024/01/lh-75-0249.jpg
75-0250,lh-75-0250.jpg,jpg,329815,322.1 KB,1308,1002,1.31,e6925c28d5ff1b6a88b76bb26aa4d41e,093ced1dda6173a2e19c70540b2da24633c04731c630e468791972baca003833,NULL,NULL,opera house; conservatory of music; brick building; storefront; early 20th century; black and white photograph,"A black and white photograph of the Opera House building in Corning, NY, showing a multi-story brick structure with arched windows, ground-floor storefronts including a Conservatory of Music and Opera House Pharmacy, and awnings, with a bicycle visible on the street level.",https://corningnyhistory.com/wp-content/uploads/2024/01/lh-75-0250.jpg
75-0251,lh-75-0251.jpg,jpg,114594,111.9 KB,1050,1404,1.47,ba545f5abc9672e1add3546011da37b9,63a1538d38b90767449dad6305e38233647a82520b226aaab22e85d3cdc90294,NULL,NULL,decorative tilework; architectural detail; black and white photograph; historic building facade; ornamental tiles,"A black and white photograph showing a detailed view of a historic building facade featuring decorative ceramic tilework arranged in a grid pattern, a peaked roof with scalloped shingles and a circular vent, a recessed doorway with an ornamental surround on the left, and a multi-paned window on the right.",https://corningnyhistory.com/wp-content/uploads/2024/01/lh-75-0251.jpg
75-0252,lh-75-0252.jpg,jpg,246837,241.1 KB,1296,888,1.15,cc2019c4cb6e09e3032e17dd455bb88a,0b29f4f07d6c59c538858d883373aa8109394937480a4da389de4725e9c9d5d5,"City Club, Corning, N.Y. ",1909,city club; corning new york; ivy-covered building; 1909; black and white photograph,"This 1909 photograph shows the City Club building in Corning, New York, a substantial structure heavily covered in ivy with white railings and steps leading to the entrance, surrounded by mature trees.",https://corningnyhistory.com/wp-content/uploads/2024/01/lh-75-0252.jpg
75-0255,lh-75-0255.jpg,jpg,120447,117.6 KB,1380,1128,1.56,0a688b996a37a9f86b5a83ed6bbaa8ec,fb97473c9cdf5abb4cc0473b4680b5375171695e2f53f8d8b06468b58519f565,NULL,NULL,church interior; organ; group portrait; formal gathering; black and white photograph,"A large formal group photograph taken inside a church, showing approximately 60-70 people of various ages arranged in rows in front of a pipe organ, with floral decorations visible in the foreground, likely documenting a church event or celebration from the mid-20th century.",https://corningnyhistory.com/wp-content/uploads/2024/01/lh-75-0255.jpg
75-0256,lh-75-0256.jpg,jpg,122997,120.1 KB,1098,1458,1.6,8bf9ec9040a1c731416f1e28c490d3e3,a3d02fd49e9bcfd085faedd894faa52c3c0130af57eb0d8c1e6d9f76a02d0aec,First Congregational Church,1912,first congregational church; corning ny; 1912; gothic revival architecture; black and white photograph,"This 1912 photograph shows the First Congregational Church in Corning, New York, featuring a prominent tall steeple, gothic-style windows, and adjacent residential structures, with bare trees and wooden fencing visible in the foreground.",https://corningnyhistory.com/wp-content/uploads/2024/01/lh-75-0256.jpg
75-0257,lh-75-0257.jpg,jpg,137745,134.5 KB,1302,1014,1.32,d21822d46f066296d8063e25541e03a0,20d1fc023306c9233b194448235fc5a2316d04845b6f9ff82034607781a35b3e,"Episcopal Church, Corning, N.Y.",1915,episcopal church; corning new york; stone architecture; gothic revival; early 1900s photograph,"This black and white photograph shows the Episcopal and Methodist Church in Corning, N.Y., a Gothic Revival stone structure with a prominent tower, arched windows, and decorative architectural details, surrounded by bare trees and neighboring buildings circa 1915.",https://corningnyhistory.com/wp-content/uploads/2024/01/lh-75-0257.jpg
75-0258,lh-75-0258.jpg,jpg,106859,104.4 KB,1134,1422,1.61,8039bd6713a887237e7ddf856189ac1b,291979aa708c4ae284f5c4bfd654c56fa8e1207014b4bd7f47af633a5691e31d,First Congregational Church,1912,first congregational church; corning new york; brick church building; bare trees; early 1900s architecture,"A black and white photograph from 1912 showing the First Congregational Church in Corning, N.Y., a brick Gothic Revival structure with a tall tower, arched windows, and front porch, surrounded by bare trees and a wooden fence.",https://corningnyhistory.com/wp-content/uploads/2024/01/lh-75-0258.jpg
75-0259,lh-75-0259.jpg,jpg,150821,147.3 KB,1434,1122,1.61,376713c8fa995a930789f1471f2c6619,9c2c645e9e7ddc7150db27cf8290e518212da3c3ea4b3c9b31fd5b7751f16c8d,NULL,NULL,methodist church; painted post ny; white wooden church; bare trees; black and white photograph,"A black and white photograph showing the Methodist Church in Painted Post, New York, a white wooden structure with a tall steeple, flanked by bare trees along a tree-lined street with residential buildings visible in the background.",https://corningnyhistory.com/wp-content/uploads/2024/01/lh-75-0259.jpg
75-0260,lh-75-0260.jpg,jpg,783518,765.2 KB,2988,2393,7.15,4242e642286b71dbb68ecad9eede0746,14b81ca2837caa5f40be392306684481a137a3600dc5b68560769348bef56e01,"Episcopal Church, Corning, N.Y.",1910,episcopal church; corning new york; stone architecture; early 1900s; bare trees,"A black and white photograph from 1910 showing the Episcopal Church in Corning, N.Y., a stone Gothic Revival structure with a distinctive spired tower, alongside the Methodist Church, both featuring period architecture with bare trees visible in the winter scene.",https://corningnyhistory.com/wp-content/uploads/2024/01/lh-75-0260.jpg
75-0264,lh-75-0264.jpg,jpg,75638,73.9 KB,1224,960,1.18,170b097596e9226180943ce468b03c61,f335bf2a4cad205632cdb6d87087f45d417ec317e624f635a3ac264c55093cc0,Corning Leader Typists,1930,corning leader; typists; office; typewriters; 1930s black and white photograph,A 1930 photograph from the Corning Leader newspaper office showing multiple female typists working at typewriters in a large office space with bright windows.,https://corningnyhistory.com/wp-content/uploads/2024/01/lh-75-0264.jpg
75-0265,lh-75-0265.jpg,jpg,73224,71.5 KB,1464,1146,1.68,b0844f881d74bb122248a10189bf3ecb,f69b130bdc9ea43b19faf8af4f4534d9508db8d818fa2de3c1765341259a9335,NULL,NULL,pastoral pond; residential buildings; church steeple; rural landscape; black and white photograph,"A black and white photograph showing a pastoral pond in the foreground with handwritten captions reading ""Painted Pond"" and ""The Hillside View,"" depicting a rural residential area with houses, a church steeple, and bare trees characteristic of early-to-mid 20th century Corning, New York.",https://corningnyhistory.com/wp-content/uploads/2024/01/lh-75-0265.jpg
75-0266,lh-75-0266.jpg,jpg,73574,71.8 KB,1470,1109,1.63,864b11decf51e5b44e8cf0bf686044e3,305596f476f4d55119a02cd72b3161b29578e0d3274fa61d330c02ff6c57c3cb,Floods,1972,flood damage; white house; debris; 1972 flood; black and white photograph,"A white single-story residential house is shown damaged and displaced by flood debris, with wooden beams and wreckage scattered in front of it, documenting the destruction from the 1972 Corning, NY flood.",https://corningnyhistory.com/wp-content/uploads/2024/01/lh-75-0266.jpg
75-0267,lh-75-0267.jpg,jpg,96538,94.3 KB,1428,1146,1.64,e44bd78d54169295a13652cb3bf7e505,545bfb7d33a546fc33b4da4c8feb05429c61f1b8a8e589ea53a7f8becefd4840,Floods,1972,flooded street; corning glass center; jones pontiac; damaged automobiles; 1972 flood,"A black and white photograph showing a flooded Corning, NY street during the 1972 flood, with a ""Corning Glass Center"" directional sign in the foreground, submerged vehicles near Jones Pontiac Co., and utility poles visible in the floodwaters.",https://corningnyhistory.com/wp-content/uploads/2024/01/lh-75-0267.jpg
75-0268,lh-75-0268.jpg,jpg,195456,190.9 KB,1392,1026,1.43,24417acb9ed635e95ca778b673dc4865,fda81cf603073bc6282c1cfc50b15c11d98581a53e1c39b50be6d1f148d00f11,Corning Glass Works Floods,1972,corning glass works; flood damage; industrial building; debris; black and white photograph,"This black and white photograph shows flood damage at the Corning Glass Works facility in 1972, with Corning-branded industrial trucks or loading docks partially submerged and surrounded by flood debris and sediment scattered across the ground.",https://corningnyhistory.com/wp-content/uploads/2024/01/lh-75-0268.jpg
75-0269,lh-75-0269.jpg,jpg,96422,94.2 KB,1044,1446,1.51,a11e00032a886be9d31334f9439c0e1e,c73d9facfeefb5b50be59cdd9f938bb53f6b86116cc10e5d2dd002052ff6831b,NULL,NULL,portrait; man; outdoor; tree; black and white photograph,"A black and white photograph of a man in work clothes and a belt standing against a large tree trunk, with a reference number visible at the bottom of the image.",https://corningnyhistory.com/wp-content/uploads/2024/01/lh-75-0269.jpg
75-0270,lh-75-0270.jpg,jpg,110144,107.6 KB,1158,1445,1.67,8ab50ad580ba7493e5a3454375fd2204,3aa00ad78ef106d438c056242d978099236f62e4551c2aa176edf86aa543058b,Albert Agett,1918,portrait photograph; man; profile view; 1918; black and white,"A black and white portrait photograph from 1918 showing Albert Agett in profile view, featuring a decorative oval mat border typical of early 20th-century portraiture.",https://corningnyhistory.com/wp-content/uploads/2024/01/lh-75-0270.jpg
75-0271,lh-75-0271.jpg,jpg,1066382,1.0 MB,2413,2977,7.18,d215f0201e736f3f65cf7a2f28bfe2f5,ac6859d381c1af8faec9bd8c2014a8f02c2fdfc6488d7ca963a90f79f32125eb,NULL,NULL,military portrait; U.S.R. uniform; officer; early 20th century; black and white photograph,"A black and white portrait photograph of a U.S. military officer wearing a formal uniform with ""U.S.R."" visible on the collar, bearing a Corning, NY archive stamp with a decorative banner in the upper right corner.",https://corningnyhistory.com/wp-content/uploads/2024/01/lh-75-0271.jpg
75-0272,lh-75-0272.jpg,jpg,217698,212.6 KB,1133,1451,1.64,0f6640a780681639517e8fd4d9c3e2ef,c58350bbc6fc16e77c983c14f2b03a541566164b1101821f4272e5c2c8052fff,NULL,NULL,military portrait; uniform; officer; world war era; black and white photograph,"A black and white portrait photograph of a military officer wearing a campaign hat and uniform with visible insignia and a U.S. button, shown in profile view against a dark background.",https://corningnyhistory.com/wp-content/uploads/2024/01/lh-75-0272.jpg
75-0273,lh-75-0273.jpg,jpg,152551,149.0 KB,1404,1062,1.49,06516b42000a9eb58758e350cf5a9fd2,5db67be0c5ec3fd6f53691407123e8a14e9d1255829b527481d62cc68860e205,Haddon Buckland,1918,portrait photograph; black and white; man; 1918; oval frame,"A black and white portrait photograph from 1918 showing Haddon Buckland in an oval-framed composition, depicting a man in profile view wearing formal attire typical of the early 20th century.",https://corningnyhistory.com/wp-content/uploads/2024/01/lh-75-0273.jpg
75-0274,lh-75-0274.jpg,jpg,104071,101.6 KB,1134,1428,1.62,3e52f991d607164df161ee4106dbd71e,04ef9b92f84d8a2e764b127de5c0af2192e7965765e7f1ed4d7c9353694e124c,NULL,NULL,portrait photograph; man; black and white; early 20th century; new york american newspaper,"A formal black and white portrait photograph of a man in profile, framed in a circular mat with ""New York American"" newspaper masthead visible at the bottom and the number ""6"" marked on the frame.",https://corningnyhistory.com/wp-content/uploads/2024/01/lh-75-0274.jpg
75-0275,lh-75-0275.jpg,jpg,142088,138.8 KB,1128,1440,1.62,327cbd0050f1d2a104ad6b1bc5889fd6,49313ceb23ea0d2df8b1303f6d0849eb7fa90d6b0626ddd0542768e0533e714e,NULL,NULL,portrait photograph; military uniform; world war i era; man; black and white photograph,"A black and white portrait photograph of a young man wearing a World War I-era military uniform with visible buttons and shoulder insignia, presented in an oval vignette format typical of early 20th-century photography.",https://corningnyhistory.com/wp-content/uploads/2024/01/lh-75-0275.jpg
75-0276,lh-75-0276.jpg,jpg,182116,177.8 KB,1062,1410,1.5,8d453d25a4000769b672fd554a528a1f,aa0fe218077cf9d5247fab9708930b6596fb3ef1be76740752200e3b3d5caf63,Walter B. Bronson,1918,portrait; military uniform; world war i era; soldier; black and white photograph,"A black and white photograph from 1918 showing Walter B. Bronson in World War I military uniform, wearing a campaign hat and standing outdoors with foliage visible in the background.",https://corningnyhistory.com/wp-content/uploads/2024/01/lh-75-0276.jpg
75-0277,lh-75-0277.jpg,jpg,95957,93.7 KB,1128,1356,1.53,1c35e335b867b4de7b14a81a77f6ec48,cfaf2cf6539e052b600803b31e0c88465efaedc08acbc3f823dc23da1fd68d6a,NULL,NULL,portrait; world war i; 1918; corning ny; black and white photograph,"A black and white portrait photograph from 1918 titled ""Corning's Part in the World War"" showing a man in formal attire with the heading indicating this is a historical document from Corning, New York related to World War I.",https://corningnyhistory.com/wp-content/uploads/2024/01/lh-75-0277.jpg
75-0278,lh-75-0278.jpg,jpg,75547,73.8 KB,1164,1428,1.66,724a175ed8573b90b2f836d4495a1253,6c94d564a1b9e126de37d61dc0eb54a55374463136ec62df25bd4e8439e04f4c,James Bunn,1918,portrait photograph; military uniform; world war i era; cowboy hat; black and white photograph,"A 1918 portrait photograph of James Bunn wearing a World War I military uniform with a wide-brimmed cowboy hat and military insignia at the neck, from the Corning, NY local history archive.",https://corningnyhistory.com/wp-content/uploads/2024/01/lh-75-0278.jpg
75-0279,lh-75-0279.jpg,jpg,96610,94.3 KB,1164,1433,1.67,1595f6067024e7011fc79a1822d42d02,06a88243290d640ec5f6cb04c4dd35fd15bb81c8fd9486aa75c42296b5cc3d07,"Eben Thompson Breed, Paul Thompson Breed",1918,portrait photograph; world war i; military uniform; sailor; 1918; black and white,"A black and white portrait photograph from 1918 showing two young men identified as Eben Thompson Breed and Paul Thompson Breed, with one wearing a naval sailor uniform, under a banner reading ""Corning's Part in the World War 1918.""",https://corningnyhistory.com/wp-content/uploads/2024/01/lh-75-0279.jpg
75-0280,lh-75-0280.jpg,jpg,78802,77.0 KB,1032,1374,1.42,dd0a2fe2fe2c8145f4633f86e6bb0457,c72de923811f55eafa692602a68dad427ce8ec072a549276d0c1be763d59b9a8,Earl E. Burley,1918,portrait photograph; naval uniform; sailor; world war i era; black and white photograph,"A black and white portrait photograph from 1918 showing Earl E. Burley in U.S. Navy uniform with sailor's hat, looking upward in a formal pose typical of World War I military photography.",https://corningnyhistory.com/wp-content/uploads/2024/01/lh-75-0280.jpg
75-0281,lh-75-0281.jpg,jpg,88394,86.3 KB,1434,1140,1.63,12d724112146c6dddf9443fea60785e1,f4b73d7f52135ea1d09c7edcb6764ff09cb601af0bebe1f401a905d8909b1b23,NULL,NULL,black and white photograph; native american; historical documentation; decorative border; early 20th century,"A black and white historical photograph showing Native American individuals in traditional dress and activity, framed with an ornamental border featuring stars, stripes, and serpent motifs typical of early 20th-century documentary photography.",https://corningnyhistory.com/wp-content/uploads/2024/01/lh-75-0281.jpg
75-0282,lh-75-0282.jpg,jpg,172490,168.4 KB,1440,1032,1.49,5ecd3a28aa55f9e85ee12a0a2ee43446,21dd8565fb5b7e3c9b7f1ff396bf55784a34afbb3c4a68e629d17a6515a2c545,NULL,NULL,trench warfare; soldiers; world war i; military construction; black and white photograph,"A black and white photograph showing soldiers working in a deep trench system with wooden reinforcements and support structures, typical of World War I military engineering and fortification work.",https://corningnyhistory.com/wp-content/uploads/2024/01/lh-75-0282.jpg
75-0283,lh-75-0283.jpg,jpg,56624,55.3 KB,1440,1122,1.62,113a83063af4f42fcd681c87b333fc81,729a3480da72ee2418e28ebe6169548323470a6ae7cceff3837034f8a9645c12,H. C. DeWolf,1918,portrait photograph; man; profile; 1918; black and white,"A black and white portrait photograph from 1918 showing H. C. DeWolf in profile, wearing formal attire with a white collar and dark jacket, presented in a circular vignette format with decorative rope border elements.",https://corningnyhistory.com/wp-content/uploads/2024/01/lh-75-0283.jpg
75-0284,lh-75-0284.jpg,jpg,50190,49.0 KB,1422,1098,1.56,46a46c41758755a15a35e38d0a15bc7b,69dc60abb388305b01cc2cc1672cb5b20d5c500954e9a939ae727b3c0f2b5a04,E. V. Foster,1918,portrait photograph; man; 1918; black and white; formal headshot,"A formal black and white portrait photograph of E. V. Foster from 1918, showing a man in profile wearing a suit and tie, framed in a circular vignette with decorative rope border elements.",https://corningnyhistory.com/wp-content/uploads/2024/01/lh-75-0284.jpg
75-0285,lh-75-0285.jpg,jpg,223961,218.7 KB,1140,1452,1.66,7a02ca0db35fae99a119171a1da46d19,37b97c9ea0f4f096905e34f22d8a278c1dd5156b0142e356a9b53a8ae587de7d,NULL,NULL,portrait photograph; man; eyeglasses; necktie; black and white photograph,"A black and white portrait photograph of a man wearing eyeglasses and a dark necktie over a light-colored shirt, appearing to be from the early-to-mid 20th century.",https://corningnyhistory.com/wp-content/uploads/2024/01/lh-75-0285.jpg
75-0286,lh-75-0286.jpg,jpg,157986,154.3 KB,1140,1433,1.63,e8594baee0f9b452d7a08af9329f3fdf,cbc63ac5573f51f956c5ad5b1328fff2bf69a20d64eb7f475b6da8c47a0f345e,Earl E. Burley,1918,portrait photograph; sailor uniform; military; 1918; black and white,"A black and white portrait photograph from 1918 showing Earl E. Burley in U.S. Navy sailor uniform with a distinctive wide-brimmed hat, presented in an oval vignette format typical of early 20th-century military portraits.",https://corningnyhistory.com/wp-content/uploads/2024/01/lh-75-0286.jpg
